id,estatus,tipo_poblacion,codigo_postal,colonia,alcaldia,estado_civil,dependientes_ecconomicos,num_dependientes_economicos,ult_grado_estudios,estatus_estudios,profesion,tiempo_buscando_empleo
3620,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16100,SANTA CRUZ XOCHITEPEC,XOCHIMILCO,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3621,NO APROBADO,POBLACION GENERAL,7550,PROVIDENCIA,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3622,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,14646,VALLE DE TEPEPAN,TLALPAN,CASADO-A,SI,4,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3623,NO APROBADO,POBLACION GENERAL,9200,UNIDAD VICENTE GUERRERO,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3624,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16070,BARRIO EL ROSARIO,XOCHIMILCO,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3625,NO APROBADO,POBLACION GENERAL,7550,PROVIDENCIA,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
3626,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,14387,EX HACIENDA SAN JUAN DE DIOS,TLALPAN,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3627,NO APROBADO,POBLACION GENERAL,2400,SAN JUAN TLIHUACA,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3628,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16200,SANTIAGO TEPALCATLALPAN,XOCHIMILCO,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3629,NO APROBADO,POBLACION GENERAL,10000,LOMAS QUEBRADAS,GUSTAVO A MADERO,SIN DATO,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3630,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16090,CALTONGO,XOCHIMILCO,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3631,NO APROBADO,POBLACION GENERAL,1109,LA CONCHITA,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
3632,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16450,SANTA MARIA NATIVITAS,XOCHIMILCO,SOLTER0-A,SI,2,PRIMARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3633,NO APROBADO,POBLACION GENERAL,4600,PEDREGAL DE SANTA URSULA,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
3634,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16600,SAN GREGORIO ATLAPULCO,XOCHIMILCO,SOLTER0-A,NO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3635,APROBADO,POBLACION GENERAL,03100,DEL VALLE CENTRO,BENITO JUAREZ,SIN DATO,NO,0,POSGRADO,CONCLUIDO,SIN DATO,SIN DATO
3636,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16450,SANTA MARIA NATIVITAS,XOCHIMILCO,SOLTER0-A,SI,3,SECUNDARIA,TRUNCO,SIN DATO,0 A 3 MESES
3637,NO APROBADO,POBLACION GENERAL,9500,SANTA MARIA AZTAHUACAN,GUSTAVO A MADERO,SIN DATO,NO,0,TECNICA/COMERCIAL,TRUNCO,SIN DATO,SIN DATO
3638,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13070,SAN MIGUEL,TLAHUAC,SOLTER0-A,NO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3639,APROBADO,POBLACION GENERAL,1410,BARRIO NORTE,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
3640,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13520,FRANCISCO VILLA,TLAHUAC,SOLTER0-A,SI,2,PRIMARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3641,NO APROBADO,POBLACION GENERAL,01290,PILOTO ADOLFO LOPEZ MATEOS,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3642,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13520,FRANCISCO VILLA,TLAHUAC,CASADO-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3643,NO APROBADO,POBLACION GENERAL,13200,MIGUEL HIDALGO,GUSTAVO A MADERO,SIN DATO,NO,0,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
3644,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,09890,LOMAS ESTRELLA,IZTAPALAPA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3645,NO APROBADO,POBLACION GENERAL,9860,CERRO DE LA ESTRELLA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3646,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,09790,SAN LORENZO TEZONCO,IZTAPALAPA,SOLTER0-A,NO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3647,NO APROBADO,POBLACION GENERAL,7420,NUEVA ATZACOALCO,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3648,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13420,SELENE,TLAHUAC,CASADO-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,0 A 3 MESES
3649,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,10926,TIERRA COLORADA,LA MAGDALENA CONTRERAS,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
3650,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12100,XALTIPAC,MILPA ALTA,SOLTER0-A,NO,SIN DATO,SECUNDARIA,TRUNCO,SIN DATO,0 A 3 MESES
3651,NO APROBADO,POBLACION GENERAL,4980,VIEJO EJIDO DE SANTA URSULA COAPA,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
3652,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13420,SELENE,TLAHUAC,CASADO-A,SI,1,TECNICA/COMERCIAL,TRUNCO,SIN DATO,0 A 3 MESES
3653,NO APROBADO,POBLACION GENERAL,7580,AMPLIACION CASAS ALEMAN,GUSTAVO A MADERO,SIN DATO,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3654,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,15270,MORELOS,VENUSTIANO CARRANZA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3655,NO APROBADO,POBLACION GENERAL,7918,SAN JUAN DE ARAGON VI SECCION,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
3656,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13420,SELENE,TLAHUAC,SOLTER0-A,SI,2,LICENCIATURA,TRUNCO,SIN DATO,0 A 3 MESES
3657,NO APROBADO,POBLACION GENERAL,16000,BARRIO SAN ANTONIO,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3658,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13280,AGRICOLA METROPOLITANA,TLAHUAC,SOLTER0-A,SI,1,PRIMARIA,TRUNCO,SIN DATO,0 A 3 MESES
3659,NO APROBADO,POBLACION GENERAL,12100,TECAXTITLA,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3660,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,09970,VALLE DE SAN LORENZO,IZTAPALAPA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3661,APROBADO,POBLACION GENERAL,7090,C.T.M. EL RISCO,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3662,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13050,LA HABANA,TLAHUAC,CASADO-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3663,NO APROBADO,POBLACION GENERAL,4100,DEL CARMEN,GUSTAVO A MADERO,SOLTER0-A,SI,1,POSGRADO,CONCLUIDO,"COORDINADORES Y JEFES DE AREA EN INFORMATICA, TELECOMUNICACIONES, TRANSPORTE Y EN INVESTIGACION Y DESARROLLO TECNOLOGICO",SIN DATO
3664,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13050,LA HABANA,TLAHUAC,SOLTER0-A,SI,2,SECUNDARIA,TRUNCO,SIN DATO,0 A 3 MESES
3665,NO APROBADO,POBLACION GENERAL,9810,GRANJAS ESMERALDA,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3666,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12920,SAN MARCOS,MILPA ALTA,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3667,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,09868,SAN JUAN ESTRELLA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
3668,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16797,NATIVITAS,XOCHIMILCO,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3669,NO APROBADO,POBLACION GENERAL,01460,ALFONSO XIII,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3670,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16739,SAN ISIDRO,XOCHIMILCO,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3671,NO APROBADO,POBLACION GENERAL,14400,SAN ANDRES TOTOLTEPEC,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3672,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16750,BARRIO CALYEQUITA,XOCHIMILCO,CASADO-A,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3673,APROBADO,POBLACION GENERAL,9640,XALPA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3674,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12100,CRUZTITLA,MILPA ALTA,CASADO-A,SI,1,PRIMARIA,TRUNCO,SIN DATO,0 A 3 MESES
3675,APROBADO,POBLACION GENERAL,4300,AJUSCO,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3676,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12100,CRUZTITLA,MILPA ALTA,CASADO-A,SI,3,NINGUNO,SIN DATO,SIN DATO,0 A 3 MESES
3677,APROBADO,POBLACION GENERAL,12000,SANTA MARTHA,MILPA ALTA,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,AYUDANTES EN LA PREPARACION DE ALIMENTOS,SIN DATO
3678,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16070,BARRIO BELEN,XOCHIMILCO,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3679,APROBADO,POBLACION GENERAL,09900,SAN LORENZO,IZTAPALAPA,SIN DATO,NO,0,TECNICA/COMERCIAL,TRUNCO,SIN DATO,SIN DATO
3680,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13600,SAN BARTOLOME,TLAHUAC,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3681,NO APROBADO,POBLACION GENERAL,14248,CRUZ DEL FAROL,TLALPAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3682,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12100,CRUZTITLA,MILPA ALTA,CASADO-A,SI,4,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3683,NO APROBADO,POBLACION GENERAL,07730,SAN BARTOLO ATEPEHUACAN,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
3684,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16800,SAN MATEO XALPA,XOCHIMILCO,CASADO-A,SI,5,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3685,APROBADO,POBLACION GENERAL,1100,POLVORA,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,POSGRADO,TRUNCO,SIN DATO,SIN DATO
3686,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16000,BARRIO LA CONCEPCION TLACOAPA,XOCHIMILCO,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3687,APROBADO,POBLACION GENERAL,16010,BOSQUE RESIDENCIAL DEL SUR,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
3688,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16035,RINCONADA COAPA,XOCHIMILCO,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3689,NO APROBADO,POBLACION GENERAL,7080,GABRIEL HERNANDEZ,GUSTAVO A MADERO,SIN DATO,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3690,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,13090,QUIAHUATLA,TLAHUAC,CASADO-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3691,NO APROBADO,POBLACION GENERAL,4630,ADOLFO RUIZ CORTINES,COYOACAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3692,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16800,SAN MATEO XALPA,XOCHIMILCO,SOLTER0-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3693,NO APROBADO,POB. PRIORITARIA AGRICULTORES AFECTADO,7220,CASTILLO GRANDE,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3694,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16739,SAN ISIDRO,XOCHIMILCO,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3695,NO APROBADO,POBLACION GENERAL,9690,IZTLAHUACAN,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
3696,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16020,SANTA MARIA TEPEPAN,XOCHIMILCO,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3697,NO APROBADO,POBLACION GENERAL,7810,ESTRELLA,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3698,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12100,CRUZTITLA,MILPA ALTA,SOLTER0-A,SI,4,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3699,NO APROBADO,POB. PRIORITARIA AGRICULTORES AFECTADO,15670,ADOLFO LOPEZ MATEOS,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,TRUNCO,SIN DATO,SIN DATO
3700,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,09820,EL SANTUARIO,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3701,NO APROBADO,POBLACION GENERAL,9660,CITLALLI,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3702,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16600,SAN GREGORIO ATLAPULCO,XOCHIMILCO,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3703,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,16038,AMPLIACION SAN MARCOS NORTE,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3704,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16520,TIZICLIPA,XOCHIMILCO,CASADO-A,SI,2,PRIMARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3705,NO APROBADO,POBLACION GENERAL,3440,NIÑOS HEROES,GUSTAVO A MADERO,SIN DATO,NO,0,POSGRADO,CONCLUIDO,SIN DATO,SIN DATO
3706,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16070,BARRIO BELEN,XOCHIMILCO,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3707,APROBADO,POBLACION GENERAL,13220,LA NOPALERA,TLAHUAC,SOLTER0-A,SIN DATO,2,LICENCIATURA,CONCLUIDO,ADMINISTRADORES Y MERCADOLOGOS,SIN DATO
3708,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16090,BARRIO XALTOCAN,XOCHIMILCO,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3709,APROBADO,POBLACION GENERAL,01790,LOMAS DE LOS ANGELES DEL PUEBLO TETELPAN,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3710,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16090,BARRIO XALTOCAN,XOCHIMILCO,SOLTER0-A,SI,5,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3711,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,16080,BARRIO SAN DIEGO,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,TRUNCO,SIN DATO,SIN DATO
3712,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16029,AMPLIACION TEPEPAN,XOCHIMILCO,CASADO-A,SI,4,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3713,NO APROBADO,POBLACION GENERAL,9830,LOS ANGELES,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3714,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12200,TULA,MILPA ALTA,SOLTER0-A,SI,2,LICENCIATURA,TRUNCO,SIN DATO,0 A 3 MESES
3715,APROBADO,POBLACION GENERAL,5410,SAN LORENZO ACOPILCO,CUAJIMALPA DE MORELOS,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
3716,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16060,EL MIRADOR,XOCHIMILCO,SOLTER0-A,SI,2,LICENCIATURA,TRUNCO,SIN DATO,0 A 3 MESES
3717,NO APROBADO,POBLACION GENERAL,11490,PENSIL SUR,MIGUEL HIDALGO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3718,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16600,SAN GREGORIO ATLAPULCO,XOCHIMILCO,SOLTER0-A,SI,2,LICENCIATURA,TRUNCO,SIN DATO,0 A 3 MESES
3719,APROBADO,POBLACION GENERAL,SIN DATO,CUMBRES DE TEPETONGO,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO
3720,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16600,SAN GREGORIO ATLAPULCO,XOCHIMILCO,SOLTER0-A,SI,1,LICENCIATURA,CONCLUIDO,SIN DATO,0 A 3 MESES
3721,NO APROBADO,POBLACION GENERAL,6450,ATLAMPA,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
3722,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16600,SAN GREGORIO ATLAPULCO,XOCHIMILCO,CASADO-A,SI,4,TECNICA/COMERCIAL,TRUNCO,SIN DATO,0 A 3 MESES
3723,NO APROBADO,POBLACION GENERAL,13319,LA ESTACION,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
3724,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12800,SAN JUAN TEPENAHUAC,MILPA ALTA,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3725,NO APROBADO,POB. PRIORITARIA AGRICULTORES AFECTADO,16800,SAN MATEO XALPA,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
3726,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16600,SAN GREGORIO ATLAPULCO,XOCHIMILCO,CASADO-A,SI,1,SECUNDARIA,TRUNCO,SIN DATO,0 A 3 MESES
3727,NO APROBADO,POBLACION GENERAL,12920,SAN MARCOS,MILPA ALTA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
3728,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12250,SAN BARTOLOME XICOMULCO,MILPA ALTA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3729,NO APROBADO,POBLACION GENERAL,7360,SAN PEDRO ZACATENCO,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
3730,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16500,SANTA CRUZ ACALPIXCA,XOCHIMILCO,SOLTER0-A,SI,3,NINGUNO,SIN DATO,SIN DATO,0 A 3 MESES
3731,NO APROBADO,POBLACION GENERAL,01790,LOMAS DE LOS ANGELES DEL PUEBLO TETELPAN,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3732,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16500,SANTA CRUZ ACALPIXCA,XOCHIMILCO,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3733,APROBADO,POBLACION GENERAL,14390,VILLA COAPA,TLALPAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3734,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16500,SANTA CRUZ ACALPIXCA,XOCHIMILCO,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3735,APROBADO,POBLACION GENERAL,7369,RESIDENCIAL ZACATENCO,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
3736,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16600,SAN GREGORIO ATLAPULCO,XOCHIMILCO,CASADO-A,SI,4,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
3737,NO APROBADO,POB. PRIORITARIA AGRICULTORES AFECTADO,01410,BARRIO NORTE,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3738,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16100,SANTA CRUZ XOCHITEPEC,XOCHIMILCO,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3739,NO APROBADO,POBLACION GENERAL,7800,INDUSTRIAL,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,POSGRADO,CONCLUIDO,SIN DATO,SIN DATO
3740,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16090,BARRIO XALTOCAN,XOCHIMILCO,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,SIN DATO,0 A 3 MESES
3741,NO APROBADO,POBLACION GENERAL,01230,TLAPECHICO,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3742,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16500,SANTA CRUZ ACALPIXCA,XOCHIMILCO,CASADO-A,SI,4,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
3743,APROBADO,POB. PRIORITARIA PRE Y LIBERADOS,7820,TRES ESTRELLAS,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
3744,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16300,SAN LUCAS XOCHIMANCA,XOCHIMILCO,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
3745,APROBADO,POBLACION GENERAL,2770,SANTA CRUZ ACAYUCAN,AZCAPOTZALCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
3746,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,16500,SANTA CRUZ ACALPIXCA,XOCHIMILCO,SOLTER0-A,SI,5,PRIMARIA,TRUNCO,SIN DATO,0 A 3 MESES
3747,APROBADO,POBLACION GENERAL,14330,GRANJAS COAPA,TLALPAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
3748,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12100,TENANTITLA,MILPA ALTA,SOLTER0-A,SI,1,LICENCIATURA,CONCLUIDO,SIN DATO,0 A 3 MESES
3749,NO APROBADO,POBLACION GENERAL,13093,SAN SEBASTIAN,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
3750,APROBADO,POB. PRIOR. AGRICULTORES AFECTADOS,12100,XALTIPAC,MILPA ALTA,SOLTER0-A,SI,2,TECNICA/COMERCIAL,TRUNCO,SIN DATO,0 A 3 MESES
3751,NO APROBADO,POBLACION GENERAL,6760,ROMA SUR,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
